segment_id,recording_id
996274_seg_48000,996274
996274_seg_51000,996274
996274_seg_57000,996274
996274_seg_63000,996274
994505_seg_3000,994505
994505_seg_6000,994505
994505_seg_9000,994505
994505_seg_12000,994505
994505_seg_15000,994505
994505_seg_21000,994505
994505_seg_24000,994505
994505_seg_27000,994505
994505_seg_30000,994505
994505_seg_33000,994505
994505_seg_36000,994505
994505_seg_42000,994505
994505_seg_45000,994505
994505_seg_48000,994505
994505_seg_51000,994505
994505_seg_54000,994505
994505_seg_57000,994505
994505_seg_60000,994505
994505_seg_63000,994505
994505_seg_66000,994505
994505_seg_69000,994505
994505_seg_72000,994505
994505_seg_75000,994505
994505_seg_78000,994505
994505_seg_81000,994505
994505_seg_84000,994505
994505_seg_87000,994505
994505_seg_90000,994505
994505_seg_93000,994505
994505_seg_96000,994505
994505_seg_99000,994505
994505_seg_102000,994505
994505_seg_105000,994505
994505_seg_108000,994505
994505_seg_111000,994505
994505_seg_117000,994505
994505_seg_120000,994505
994505_seg_123000,994505
994505_seg_126000,994505
994505_seg_129000,994505
994505_seg_132000,994505
994505_seg_138000,994505
994504_seg_0,994504
994504_seg_3000,994504
994504_seg_12000,994504
994504_seg_15000,994504
994504_seg_18000,994504
994504_seg_21000,994504
994504_seg_24000,994504
994504_seg_27000,994504
994504_seg_30000,994504
994504_seg_33000,994504
994504_seg_39000,994504
994504_seg_45000,994504
994504_seg_51000,994504
994504_seg_54000,994504
994504_seg_60000,994504
994504_seg_63000,994504
994504_seg_69000,994504
994504_seg_78000,994504
994504_seg_81000,994504
990694_seg_6000,990694
990694_seg_15000,990694
990694_seg_39000,990694
990694_seg_66000,990694
990694_seg_72000,990694
985820_seg_0,985820
985820_seg_3000,985820
985820_seg_6000,985820
985820_seg_9000,985820
985820_seg_12000,985820
985820_seg_15000,985820
985820_seg_18000,985820
985820_seg_24000,985820
985820_seg_27000,985820
985820_seg_30000,985820
985820_seg_45000,985820
985810_seg_0,985810
985810_seg_3000,985810
985810_seg_9000,985810
985810_seg_15000,985810
985810_seg_21000,985810
985810_seg_24000,985810
985810_seg_48000,985810
985810_seg_54000,985810
985810_seg_66000,985810
983564_seg_0,983564
983564_seg_3000,983564
983564_seg_6000,983564
983069_seg_0,983069
983069_seg_3000,983069
983069_seg_6000,983069
983069_seg_9000,983069
983069_seg_12000,983069
983069_seg_15000,983069
983069_seg_18000,983069
983069_seg_21000,983069
983069_seg_24000,983069
983069_seg_27000,983069
983069_seg_30000,983069
983069_seg_33000,983069
983069_seg_36000,983069
926836_seg_0,926836
926836_seg_3000,926836
926836_seg_6000,926836
926836_seg_9000,926836
926836_seg_12000,926836
926836_seg_15000,926836
926836_seg_18000,926836
926836_seg_24000,926836
926836_seg_27000,926836
926836_seg_30000,926836
926836_seg_33000,926836
926836_seg_36000,926836
926836_seg_39000,926836
926836_seg_42000,926836
926836_seg_45000,926836
926836_seg_51000,926836
926836_seg_54000,926836
926836_seg_57000,926836
926836_seg_60000,926836
926836_seg_66000,926836
926836_seg_69000,926836
926836_seg_72000,926836
926836_seg_75000,926836
926836_seg_78000,926836
926836_seg_81000,926836
926836_seg_84000,926836
926836_seg_87000,926836
906512_seg_0,906512
906512_seg_3000,906512
906512_seg_6000,906512
906512_seg_12000,906512
906512_seg_15000,906512
906512_seg_18000,906512
906512_seg_21000,906512
906512_seg_24000,906512
906512_seg_27000,906512
906512_seg_30000,906512
906512_seg_33000,906512
906512_seg_36000,906512
906512_seg_39000,906512
906512_seg_42000,906512
906512_seg_45000,906512
906512_seg_51000,906512
906512_seg_60000,906512
906512_seg_66000,906512
906512_seg_69000,906512
906512_seg_72000,906512
906512_seg_78000,906512
906512_seg_81000,906512
906512_seg_87000,906512
906512_seg_90000,906512
906512_seg_96000,906512
906512_seg_102000,906512
906512_seg_111000,906512
906512_seg_117000,906512
906512_seg_123000,906512
906512_seg_132000,906512
906512_seg_141000,906512
905527_seg_0,905527
905527_seg_6000,905527
905527_seg_9000,905527
905527_seg_15000,905527
905527_seg_18000,905527
905527_seg_21000,905527
905527_seg_24000,905527
905527_seg_27000,905527
905527_seg_30000,905527
905527_seg_36000,905527
905527_seg_39000,905527
905527_seg_42000,905527
905527_seg_45000,905527
905527_seg_51000,905527
905527_seg_54000,905527
905527_seg_57000,905527
905527_seg_66000,905527
905527_seg_69000,905527
905527_seg_90000,905527
905527_seg_111000,905527
899081_seg_0,899081
899081_seg_3000,899081
899081_seg_9000,899081
899081_seg_12000,899081
899081_seg_15000,899081
899081_seg_18000,899081
899081_seg_21000,899081
899081_seg_24000,899081
899081_seg_27000,899081
899081_seg_39000,899081
899081_seg_42000,899081
899081_seg_45000,899081
899081_seg_48000,899081
899081_seg_51000,899081
899081_seg_54000,899081
899081_seg_57000,899081
899081_seg_63000,899081
899081_seg_75000,899081
899081_seg_81000,899081
899081_seg_84000,899081
899081_seg_90000,899081
899081_seg_93000,899081
899081_seg_102000,899081
881427_seg_3000,881427
881427_seg_9000,881427
881427_seg_15000,881427
881427_seg_18000,881427
881427_seg_21000,881427
881427_seg_27000,881427
881427_seg_30000,881427
881427_seg_33000,881427
881427_seg_36000,881427
881427_seg_39000,881427
881427_seg_42000,881427
881427_seg_45000,881427
881427_seg_48000,881427
881427_seg_51000,881427
881427_seg_54000,881427
881427_seg_57000,881427
881427_seg_60000,881427
881427_seg_63000,881427
881427_seg_66000,881427
881427_seg_69000,881427
881427_seg_72000,881427
881427_seg_75000,881427
881427_seg_78000,881427
881427_seg_81000,881427
881427_seg_84000,881427
881427_seg_87000,881427
881427_seg_90000,881427
881427_seg_93000,881427
881427_seg_96000,881427
881427_seg_99000,881427
881427_seg_105000,881427
881427_seg_108000,881427
881427_seg_111000,881427
881427_seg_114000,881427
881427_seg_117000,881427
881427_seg_120000,881427
881427_seg_123000,881427
881427_seg_129000,881427
881427_seg_132000,881427
881427_seg_135000,881427
881427_seg_138000,881427
881427_seg_141000,881427
881427_seg_144000,881427
881427_seg_147000,881427
881427_seg_150000,881427
881427_seg_153000,881427
881427_seg_156000,881427
881427_seg_159000,881427
881427_seg_165000,881427
880732_seg_15000,880732
880732_seg_18000,880732
880732_seg_27000,880732
880732_seg_42000,880732
880732_seg_48000,880732
880732_seg_57000,880732
880732_seg_72000,880732
870733_seg_0,870733
870733_seg_3000,870733
870733_seg_9000,870733
870733_seg_12000,870733
870733_seg_15000,870733
870733_seg_18000,870733
843489_seg_0,843489
843489_seg_3000,843489
843489_seg_9000,843489
843489_seg_12000,843489
843489_seg_24000,843489
843484_seg_6000,843484
843484_seg_9000,843484
843484_seg_12000,843484
843484_seg_15000,843484
843484_seg_18000,843484
843484_seg_21000,843484
843484_seg_24000,843484
843484_seg_27000,843484
843484_seg_30000,843484
843484_seg_33000,843484
843484_seg_36000,843484
843484_seg_39000,843484
843484_seg_42000,843484
843484_seg_45000,843484
843484_seg_48000,843484
843474_seg_9000,843474
843474_seg_12000,843474
843474_seg_15000,843474
843474_seg_18000,843474
843474_seg_24000,843474
843474_seg_30000,843474
843474_seg_33000,843474
843474_seg_42000,843474
843474_seg_51000,843474
843474_seg_54000,843474
843474_seg_72000,843474
843474_seg_81000,843474
842245_seg_0,842245
842245_seg_3000,842245
842245_seg_9000,842245
842245_seg_12000,842245
842245_seg_15000,842245
842245_seg_18000,842245
842245_seg_21000,842245
842245_seg_24000,842245
842245_seg_27000,842245
842245_seg_30000,842245
842245_seg_33000,842245
842245_seg_36000,842245
842245_seg_39000,842245
842245_seg_42000,842245
842245_seg_45000,842245
842245_seg_48000,842245
842245_seg_51000,842245
842245_seg_54000,842245
842245_seg_57000,842245
842245_seg_60000,842245
842245_seg_63000,842245
842245_seg_66000,842245
842245_seg_69000,842245
842245_seg_75000,842245
842245_seg_78000,842245
842245_seg_81000,842245
841519_seg_0,841519
841519_seg_6000,841519
841519_seg_9000,841519
841519_seg_15000,841519
841519_seg_18000,841519
841519_seg_24000,841519
841519_seg_27000,841519
841519_seg_33000,841519
841519_seg_39000,841519
841519_seg_45000,841519
841519_seg_48000,841519
841519_seg_51000,841519
841519_seg_54000,841519
841519_seg_57000,841519
841519_seg_63000,841519
841519_seg_66000,841519
841519_seg_69000,841519
841519_seg_78000,841519
841519_seg_84000,841519
804299_seg_0,804299
804299_seg_3000,804299
804299_seg_6000,804299
804299_seg_9000,804299
804299_seg_12000,804299
804299_seg_15000,804299
804299_seg_18000,804299
804299_seg_24000,804299
804299_seg_27000,804299
804299_seg_30000,804299
804299_seg_33000,804299
804299_seg_36000,804299
804299_seg_39000,804299
804299_seg_42000,804299
801873_seg_0,801873
801873_seg_3000,801873
801873_seg_6000,801873
801873_seg_9000,801873
801873_seg_12000,801873
801873_seg_15000,801873
801873_seg_18000,801873
801873_seg_21000,801873
801873_seg_24000,801873
801873_seg_27000,801873
801873_seg_30000,801873
801873_seg_33000,801873
801873_seg_36000,801873
801873_seg_39000,801873
801873_seg_42000,801873
801873_seg_45000,801873
801873_seg_48000,801873
801873_seg_51000,801873
801873_seg_54000,801873
801873_seg_57000,801873
801249_seg_0,801249
801249_seg_3000,801249
801249_seg_6000,801249
801249_seg_9000,801249
801249_seg_12000,801249
801249_seg_15000,801249
801249_seg_18000,801249
801249_seg_21000,801249
801249_seg_24000,801249
801249_seg_27000,801249
801249_seg_30000,801249
801249_seg_33000,801249
801249_seg_36000,801249
801249_seg_42000,801249
801249_seg_45000,801249
801249_seg_48000,801249
801249_seg_51000,801249
801249_seg_54000,801249
801249_seg_57000,801249
801249_seg_63000,801249
801249_seg_66000,801249
801249_seg_69000,801249
801249_seg_72000,801249
801249_seg_75000,801249
801249_seg_78000,801249
801249_seg_81000,801249
801249_seg_84000,801249
799282_seg_3000,799282
799282_seg_6000,799282
799282_seg_9000,799282
798517_seg_0,798517
798517_seg_3000,798517
798517_seg_6000,798517
798517_seg_15000,798517
798050_seg_3000,798050
798050_seg_9000,798050
798050_seg_15000,798050
798050_seg_18000,798050
798050_seg_24000,798050
798050_seg_27000,798050
798050_seg_33000,798050
798050_seg_36000,798050
798050_seg_39000,798050
798050_seg_42000,798050
798050_seg_45000,798050
798050_seg_48000,798050
798050_seg_51000,798050
798050_seg_54000,798050
798050_seg_57000,798050
798050_seg_60000,798050
798050_seg_66000,798050
798050_seg_69000,798050
798050_seg_75000,798050
798050_seg_78000,798050
798050_seg_81000,798050
798049_seg_3000,798049
798049_seg_6000,798049
798049_seg_9000,798049
798049_seg_12000,798049
798049_seg_15000,798049
798049_seg_18000,798049
798049_seg_21000,798049
798049_seg_24000,798049
798049_seg_27000,798049
798049_seg_33000,798049
798049_seg_39000,798049
798049_seg_45000,798049
798049_seg_48000,798049
798049_seg_51000,798049
798049_seg_54000,798049
798049_seg_57000,798049
798049_seg_63000,798049
798049_seg_69000,798049
798049_seg_72000,798049
798049_seg_75000,798049
798049_seg_84000,798049
798049_seg_87000,798049
798049_seg_90000,798049
798049_seg_93000,798049
798049_seg_96000,798049
798049_seg_99000,798049
798049_seg_102000,798049
798049_seg_105000,798049
798049_seg_108000,798049
798049_seg_111000,798049
798049_seg_114000,798049
798049_seg_117000,798049
798049_seg_123000,798049
798049_seg_129000,798049
798049_seg_135000,798049
798048_seg_3000,798048
798048_seg_12000,798048
798048_seg_42000,798048
798048_seg_48000,798048
798048_seg_93000,798048
798048_seg_96000,798048
798048_seg_102000,798048
798048_seg_111000,798048
798048_seg_114000,798048
798048_seg_120000,798048
798048_seg_123000,798048
798048_seg_126000,798048
798048_seg_129000,798048
798048_seg_135000,798048
798048_seg_141000,798048
798048_seg_144000,798048
798048_seg_147000,798048
798048_seg_153000,798048
798048_seg_156000,798048
798048_seg_162000,798048
798048_seg_174000,798048
798048_seg_186000,798048
798048_seg_192000,798048
798048_seg_198000,798048
795784_seg_0,795784
795784_seg_3000,795784
795784_seg_6000,795784
795784_seg_9000,795784
795784_seg_12000,795784
795784_seg_15000,795784
795784_seg_18000,795784
795784_seg_24000,795784
795784_seg_27000,795784
795784_seg_30000,795784
795784_seg_33000,795784
795784_seg_36000,795784
795784_seg_39000,795784
795784_seg_45000,795784
795784_seg_48000,795784
795784_seg_66000,795784
795784_seg_72000,795784
795784_seg_75000,795784
795784_seg_78000,795784
795784_seg_81000,795784
795784_seg_84000,795784
795784_seg_87000,795784
795784_seg_93000,795784
795784_seg_96000,795784
795784_seg_102000,795784
795784_seg_105000,795784
795784_seg_108000,795784
795784_seg_114000,795784
795784_seg_135000,795784
795784_seg_138000,795784
795784_seg_141000,795784
795784_seg_144000,795784
795784_seg_147000,795784
795784_seg_156000,795784
795784_seg_159000,795784
795784_seg_162000,795784
795784_seg_165000,795784
795784_seg_171000,795784
795784_seg_174000,795784
795784_seg_177000,795784
795784_seg_180000,795784
795784_seg_183000,795784
795784_seg_189000,795784
795784_seg_192000,795784
795784_seg_195000,795784
795784_seg_201000,795784
795784_seg_204000,795784
795784_seg_216000,795784
795784_seg_219000,795784
795763_seg_0,795763
795763_seg_3000,795763
795763_seg_6000,795763
795763_seg_12000,795763
795763_seg_18000,795763
795763_seg_21000,795763
795763_seg_24000,795763
795763_seg_30000,795763
795763_seg_36000,795763
795763_seg_45000,795763
795227_seg_0,795227
795227_seg_3000,795227
795227_seg_6000,795227
795227_seg_9000,795227
795227_seg_12000,795227
795227_seg_15000,795227
792451_seg_0,792451
792451_seg_3000,792451
792451_seg_6000,792451
792451_seg_9000,792451
792451_seg_12000,792451
792451_seg_15000,792451
792451_seg_18000,792451
792451_seg_21000,792451
792451_seg_24000,792451
792451_seg_27000,792451
792451_seg_30000,792451
783633_seg_0,783633
783633_seg_3000,783633
783633_seg_6000,783633
770768_seg_3000,770768
770768_seg_6000,770768
770768_seg_12000,770768
770768_seg_15000,770768
770768_seg_18000,770768
770768_seg_21000,770768
770768_seg_24000,770768
770768_seg_27000,770768
770768_seg_30000,770768
770768_seg_33000,770768
770768_seg_39000,770768
770768_seg_42000,770768
770768_seg_48000,770768
770768_seg_51000,770768
770768_seg_54000,770768
770768_seg_60000,770768
770768_seg_66000,770768
770768_seg_72000,770768
770768_seg_78000,770768
770768_seg_81000,770768
770768_seg_84000,770768
770768_seg_87000,770768
770768_seg_90000,770768
770768_seg_93000,770768
770768_seg_96000,770768
770768_seg_99000,770768
770768_seg_102000,770768
770768_seg_105000,770768
770768_seg_114000,770768
770768_seg_117000,770768
770768_seg_123000,770768
770768_seg_129000,770768
770768_seg_132000,770768
770768_seg_138000,770768
770768_seg_147000,770768
770768_seg_156000,770768
767786_seg_0,767786
767786_seg_3000,767786
767786_seg_6000,767786
767786_seg_9000,767786
767786_seg_12000,767786
767786_seg_15000,767786
767786_seg_18000,767786
729993_seg_0,729993
729993_seg_3000,729993
729993_seg_6000,729993
729993_seg_9000,729993
729993_seg_12000,729993
729993_seg_15000,729993
729993_seg_18000,729993
729993_seg_21000,729993
724068_seg_0,724068
724068_seg_12000,724068
724068_seg_21000,724068
724068_seg_27000,724068
724068_seg_30000,724068
718274_seg_0,718274
718274_seg_6000,718274
718046_seg_0,718046
718046_seg_6000,718046
716880_seg_0,716880
715983_seg_0,715983
715983_seg_3000,715983
715983_seg_6000,715983
715983_seg_9000,715983
715983_seg_12000,715983
715983_seg_15000,715983
715983_seg_18000,715983
715846_seg_3000,715846
715846_seg_9000,715846
715846_seg_12000,715846
715846_seg_15000,715846
715846_seg_21000,715846
715846_seg_27000,715846
715846_seg_33000,715846
715846_seg_39000,715846
712879_seg_0,712879
712879_seg_6000,712879
712879_seg_12000,712879
712879_seg_18000,712879
712879_seg_21000,712879
712879_seg_27000,712879
711367_seg_6000,711367
711263_seg_0,711263
711263_seg_3000,711263
711263_seg_6000,711263
711263_seg_9000,711263
711263_seg_12000,711263
711263_seg_15000,711263
711263_seg_18000,711263
711263_seg_21000,711263
711263_seg_27000,711263
711263_seg_30000,711263
711263_seg_33000,711263
711263_seg_36000,711263
711263_seg_39000,711263
711263_seg_42000,711263
711263_seg_45000,711263
711263_seg_48000,711263
711263_seg_51000,711263
711263_seg_54000,711263
711263_seg_57000,711263
711263_seg_60000,711263
711263_seg_63000,711263
711263_seg_66000,711263
711263_seg_69000,711263
711263_seg_75000,711263
711263_seg_78000,711263
711263_seg_81000,711263
711263_seg_84000,711263
710918_seg_3000,710918
710918_seg_6000,710918
710918_seg_12000,710918
710918_seg_15000,710918
710918_seg_18000,710918
710918_seg_21000,710918
710918_seg_39000,710918
709335_seg_0,709335
709335_seg_9000,709335
709335_seg_12000,709335
709335_seg_15000,709335
709335_seg_18000,709335
709335_seg_24000,709335
709335_seg_27000,709335
699177_seg_9000,699177
694592_seg_6000,694592
694592_seg_9000,694592
694592_seg_18000,694592
694592_seg_24000,694592
694592_seg_27000,694592
694592_seg_36000,694592
694592_seg_48000,694592
694592_seg_51000,694592
694592_seg_60000,694592
694592_seg_63000,694592
682783_seg_0,682783
682783_seg_3000,682783
682783_seg_9000,682783
682783_seg_12000,682783
682783_seg_15000,682783
682783_seg_18000,682783
682783_seg_21000,682783
682783_seg_24000,682783
682783_seg_30000,682783
682783_seg_33000,682783
682783_seg_39000,682783
682783_seg_42000,682783
659797_seg_0,659797
659797_seg_3000,659797
659797_seg_6000,659797
659797_seg_9000,659797
659797_seg_12000,659797
659797_seg_15000,659797
659797_seg_18000,659797
659797_seg_21000,659797
659797_seg_30000,659797
659797_seg_33000,659797
659797_seg_36000,659797
659797_seg_39000,659797
659797_seg_45000,659797
659768_seg_0,659768
659768_seg_12000,659768
653264_seg_0,653264
653264_seg_3000,653264
653264_seg_6000,653264
653264_seg_12000,653264
650119_seg_0,650119
650119_seg_6000,650119
650119_seg_12000,650119
650119_seg_15000,650119
650119_seg_18000,650119
650119_seg_24000,650119
650119_seg_27000,650119
650119_seg_33000,650119
650119_seg_36000,650119
650119_seg_48000,650119
650119_seg_51000,650119
650119_seg_60000,650119
650119_seg_63000,650119
650119_seg_87000,650119
650119_seg_90000,650119
650119_seg_111000,650119
650119_seg_114000,650119
650119_seg_120000,650119
650119_seg_123000,650119
650119_seg_126000,650119
650119_seg_132000,650119
650119_seg_135000,650119
649523_seg_0,649523
649523_seg_6000,649523
649523_seg_15000,649523
649523_seg_18000,649523
649523_seg_21000,649523
649523_seg_27000,649523
649523_seg_33000,649523
649523_seg_36000,649523
649523_seg_42000,649523
649523_seg_48000,649523
649523_seg_57000,649523
649523_seg_63000,649523
649523_seg_69000,649523
649165_seg_39000,649165
649165_seg_51000,649165
649165_seg_60000,649165
649165_seg_63000,649165
649165_seg_66000,649165
649165_seg_72000,649165
649165_seg_78000,649165
649165_seg_87000,649165
649165_seg_96000,649165
649165_seg_99000,649165
649165_seg_105000,649165
649165_seg_108000,649165
649165_seg_114000,649165
647427_seg_0,647427
647427_seg_3000,647427
647427_seg_6000,647427
647427_seg_12000,647427
647427_seg_15000,647427
647427_seg_18000,647427
647427_seg_21000,647427
647427_seg_24000,647427
647427_seg_27000,647427
647427_seg_30000,647427
647427_seg_33000,647427
647427_seg_36000,647427
647427_seg_39000,647427
647427_seg_42000,647427
647427_seg_45000,647427
647427_seg_48000,647427
647427_seg_51000,647427
647427_seg_54000,647427
647427_seg_57000,647427
647427_seg_60000,647427
647427_seg_63000,647427
647427_seg_66000,647427
647427_seg_69000,647427
647427_seg_72000,647427
647427_seg_75000,647427
647427_seg_78000,647427
644945_seg_0,644945
644945_seg_6000,644945
644945_seg_9000,644945
644945_seg_15000,644945
644945_seg_18000,644945
644945_seg_24000,644945
644945_seg_27000,644945
644945_seg_30000,644945
644945_seg_33000,644945
644945_seg_36000,644945
644945_seg_39000,644945
644945_seg_42000,644945
644945_seg_45000,644945
644945_seg_48000,644945
644945_seg_51000,644945
644945_seg_54000,644945
644945_seg_57000,644945
644945_seg_60000,644945
644945_seg_63000,644945
644945_seg_66000,644945
644945_seg_69000,644945
644945_seg_72000,644945
644945_seg_75000,644945
644945_seg_78000,644945
644945_seg_81000,644945
644945_seg_84000,644945
644945_seg_87000,644945
644945_seg_90000,644945
644945_seg_93000,644945
644945_seg_96000,644945
644945_seg_99000,644945
644945_seg_102000,644945
644945_seg_105000,644945
644945_seg_108000,644945
644945_seg_111000,644945
644945_seg_114000,644945
644789_seg_0,644789
644789_seg_6000,644789
644789_seg_9000,644789
644789_seg_15000,644789
642636_seg_0,642636
642636_seg_3000,642636
642636_seg_12000,642636
642636_seg_15000,642636
642636_seg_18000,642636
642636_seg_24000,642636
642636_seg_27000,642636
642636_seg_33000,642636
642636_seg_36000,642636
642636_seg_42000,642636
642636_seg_48000,642636
642636_seg_54000,642636
642636_seg_60000,642636
642636_seg_66000,642636
642636_seg_72000,642636
642636_seg_75000,642636
642636_seg_78000,642636
642636_seg_81000,642636
642636_seg_84000,642636
642636_seg_93000,642636
641390_seg_27000,641390
641390_seg_30000,641390
641368_seg_0,641368
641368_seg_12000,641368
641368_seg_15000,641368
641368_seg_21000,641368
641218_seg_0,641218
641218_seg_3000,641218
641218_seg_6000,641218
641218_seg_9000,641218
641218_seg_12000,641218
641218_seg_15000,641218
641218_seg_18000,641218
641218_seg_21000,641218
641218_seg_27000,641218
641218_seg_30000,641218
641218_seg_36000,641218
641218_seg_39000,641218
641218_seg_42000,641218
641218_seg_45000,641218
641218_seg_51000,641218
641218_seg_54000,641218
641218_seg_60000,641218
641218_seg_63000,641218
641218_seg_69000,641218
641218_seg_72000,641218
641218_seg_78000,641218
641218_seg_81000,641218
641218_seg_90000,641218
641218_seg_93000,641218
641218_seg_99000,641218
641218_seg_102000,641218
635601_seg_0,635601
635601_seg_3000,635601
635601_seg_6000,635601
635601_seg_12000,635601
635601_seg_18000,635601
635601_seg_33000,635601
635601_seg_36000,635601
635601_seg_39000,635601
635601_seg_45000,635601
635601_seg_54000,635601
635601_seg_60000,635601
635601_seg_63000,635601
635601_seg_66000,635601
635601_seg_69000,635601
635601_seg_72000,635601
631744_seg_0,631744
631477_seg_0,631477
631477_seg_9000,631477
631477_seg_12000,631477
631477_seg_18000,631477
631477_seg_21000,631477
631477_seg_24000,631477
631477_seg_27000,631477
631477_seg_30000,631477
631477_seg_33000,631477
631477_seg_36000,631477
631477_seg_39000,631477
631477_seg_42000,631477
631477_seg_45000,631477
631477_seg_51000,631477
631477_seg_60000,631477
631477_seg_66000,631477
631477_seg_72000,631477
631477_seg_78000,631477
631477_seg_81000,631477
631477_seg_87000,631477
631477_seg_93000,631477
631477_seg_96000,631477
631477_seg_99000,631477
631477_seg_105000,631477
631477_seg_108000,631477
631477_seg_111000,631477
631477_seg_117000,631477
631477_seg_123000,631477
631477_seg_126000,631477
631477_seg_129000,631477
631477_seg_132000,631477
631477_seg_138000,631477
631477_seg_144000,631477
631477_seg_147000,631477
631477_seg_150000,631477
631477_seg_153000,631477
631477_seg_162000,631477
631477_seg_168000,631477
631477_seg_171000,631477
631477_seg_174000,631477
631477_seg_180000,631477
631477_seg_183000,631477
631477_seg_186000,631477
631477_seg_189000,631477
631477_seg_192000,631477
631477_seg_195000,631477
631477_seg_201000,631477
631477_seg_204000,631477
631477_seg_207000,631477
631477_seg_210000,631477
631477_seg_216000,631477
